# Time-averaged data for fix avg_vals
# TimeStep v_zStrainc v_engsszc v_p3 v_engssyc v_p2 v_engssxc v_p1
380000 0.14975 1.23899 0.329802 0.00113882 0.00050697 -0.00140097 -0.000633287
381000 0.15025 1.25902 0.335133 -0.000774837 -0.00034893 0.000396691 0.000176129
382000 0.15075 1.29536 0.344938 -0.00287123 -0.00128581 -0.00382277 -0.00171915
383000 0.15125 1.31394 0.350028 0.00341711 0.00152636 0.00320144 0.00143617
384000 0.15175 1.29396 0.344757 -0.0016612 -0.000741185 -0.00305651 -0.00137228
385000 0.15225 1.29215 0.344247 -0.000402796 -0.000179031 0.00226967 0.00102101
386000 0.15275 1.2524 0.333915 -0.000299165 -0.000135601 -0.00122439 -0.000551545
387000 0.15325 1.23551 0.329304 0.000896505 0.00039844 0.000533002 0.000236961
388000 0.15375 1.27033 0.338765 -0.00273065 -0.00122058 0.000330072 0.000146279
389000 0.15425 1.31122 0.349802 0.00389302 0.00173832 -0.00137241 -0.000614742
390000 0.15475 1.33545 0.356408 -0.00216761 -0.000964103 -0.00397525 -0.00178044
391000 0.15525 1.37032 0.365579 0.00186548 0.000832456 -0.000104654 -4.60047e-05
392000 0.15575 1.41648 0.378195 -0.0034136 -0.00152058 0.00267124 0.00120057
393000 0.15625 1.42502 0.380509 -0.00144138 -0.000640573 -0.0016789 -0.000752734
394000 0.15675 1.44945 0.386984 -0.000855996 -0.000381284 0.00349444 0.00156587
395000 0.15725 1.50027 0.400745 0.00151967 0.000678843 -0.000297938 -0.000131509
396000 0.15775 1.5242 0.407357 -0.00147844 -0.000656483 0.00197905 0.000887453
397000 0.15825 1.49908 0.40069 0.00371248 0.00165347 -0.0058996 -0.00263983
398000 0.15875 1.51916 0.406006 -0.00391255 -0.0017376 0.00216106 0.000970386
399000 0.15925 1.51644 0.405433 0.00305369 0.00135569 0.000278352 0.000121862
400000 0.15975 1.57427 0.420957 0.00303099 0.0013454 -0.00239566 -0.00107273
401000 0.16025 1.60667 0.429651 -0.00310817 -0.0013788 0.00129868 0.000583151
402000 0.16075 1.69901 0.454408 -0.000859787 -0.000382452 -0.000793103 -0.000354629
403000 0.16125 1.6408 0.43916 0.000488331 0.000218738 -2.35098e-05 -8.26194e-06
404000 0.16175 1.71042 0.457799 -0.000760882 -0.000337258 0.000546843 0.000244881
405000 0.16225 1.7149 0.459067 0.00288867 0.00128184 -0.00379214 -0.00169348
406000 0.16275 1.72963 0.462948 -0.00232524 -0.00103117 0.00126266 0.000565212
407000 0.16325 1.73077 0.463442 -0.00101806 -0.000454138 0.000290157 0.000127422
408000 0.16375 1.70784 0.457457 -0.00112437 -0.000500134 -0.000478933 -0.000215051
409000 0.16425 1.70837 0.457515 0.000256852 0.000114334 0.00219478 0.000979234
410000 0.16475 1.73702 0.465349 -9.27792e-05 -4.06628e-05 0.00116302 0.00051855
411000 0.16525 1.7914 0.479792 -0.00259479 -0.00114905 -0.00287442 -0.00128123
412000 0.16575 1.74252 0.466887 -0.00129364 -0.000572395 -0.00266156 -0.00118601
413000 0.16625 1.94424 0.52116 0.00393064 0.00173943 0.00296392 0.0013204
414000 0.16675 1.87288 0.5022 0.00222613 0.000985491 0.000258439 0.000116153
415000 0.16725 1.88814 0.506289 -0.00523982 -0.00231284 0.000167284 7.94865e-05
416000 0.16775 1.98142 0.531489 0.000656802 0.000290448 -0.00176129 -0.000784472
417000 0.16825 1.94753 0.522586 0.00111518 0.000491296 -0.00315247 -0.00140366
